FIPS,total_pop,prop_vaccine_intent,prop_vaccine_intent_lower,prop_vaccine_intent_upper
28005,12341.0,0.25,0.16,0.33
28007,18308.0,0.19,0.16,0.21
28009,8275.0,0.26,0.19,0.33
28011,31253.0,0.18,0.16,0.2
28013,14417.0,0.26,0.21,0.31
28015,9972.0,0.19,0.13,0.24
28017,17060.0,0.24,0.2,0.28
28019,8206.0,0.24,0.18,0.3
28021,9042.0,0.19,0.15,0.23
28023,15612.0,0.22,0.17,0.27
28025,19515.0,0.25,0.22,0.28
28027,22685.0,0.18,0.16,0.2
28029,28339.0,0.22,0.19,0.24
28031,18810.0,0.18,0.15,0.21
28033,182256.0,0.24,0.23,0.25
28035,75162.0,0.19,0.18,0.21
28037,7716.0,0.19,0.14,0.24
28039,24098.0,0.19,0.16,0.21
28041,13619.0,0.17,0.11,0.22
28043,20927.0,0.22,0.19,0.24
28045,47339.0,0.25,0.23,0.27
28047,206169.0,0.23,0.22,0.23
28049,235604.0,0.22,0.21,0.23
28051,17414.0,0.17,0.13,0.21
28053,8198.0,0.17,0.12,0.21
28055,1223.0,,,
28057,23396.0,0.2,0.18,0.23
28059,142872.0,0.24,0.23,0.25
28061,16454.0,0.23,0.19,0.28
28063,7129.0,0.26,0.21,0.31
28065,11182.0,0.25,0.17,0.33
28067,68307.0,0.22,0.2,0.24
28069,9829.0,0.21,0.13,0.28
28071,54059.0,0.25,0.23,0.26
28073,62693.0,0.22,0.21,0.24
28075,75557.0,0.23,0.22,0.25
28077,12595.0,0.13,0.09,0.18
28079,22791.0,0.21,0.18,0.24
28081,85304.0,0.26,0.24,0.27
28083,28764.0,0.23,0.21,0.25
28085,34197.0,0.2,0.18,0.22
28087,58896.0,0.21,0.19,0.23
28089,105482.0,0.26,0.25,0.27
28091,24785.0,0.2,0.17,0.22
28093,35502.0,0.23,0.2,0.25
28095,35559.0,0.22,0.2,0.24
28097,9956.0,0.27,0.23,0.32
28099,29250.0,0.18,0.16,0.21
28101,21215.0,0.16,0.13,0.19
28103,10566.0,0.2,0.14,0.25
28105,49593.0,0.25,0.24,0.27
28107,34079.0,0.2,0.17,0.22
28109,55512.0,0.22,0.21,0.24
28111,11981.0,0.21,0.15,0.27
28113,39365.0,0.24,0.21,0.26
28115,31996.0,0.24,0.22,0.27
28117,25155.0,0.21,0.19,0.23
28119,7038.0,0.15,0.1,0.2
28121,154119.0,0.25,0.24,0.26
28123,28288.0,0.2,0.17,0.23
28125,4427.0,0.29,0.21,0.37
28127,26818.0,0.22,0.19,0.25
28129,15919.0,0.22,0.17,0.27
28131,18282.0,0.2,0.17,0.23
28133,25759.0,0.13,0.11,0.15
28135,14041.0,0.25,0.18,0.31
28137,28419.0,0.2,0.18,0.23
28139,21976.0,0.18,0.15,0.21
28141,19396.0,0.17,0.14,0.2
28143,9807.0,0.19,0.15,0.23
28145,28578.0,0.24,0.21,0.26
28147,14423.0,0.22,0.16,0.28
28149,46030.0,0.23,0.21,0.24
28151,45072.0,0.19,0.17,0.21
28153,20344.0,0.19,0.15,0.22
28155,9727.0,0.09,0.05,0.12
28157,8727.0,0.17,0.12,0.23
28159,18116.0,0.21,0.17,0.24
28161,12276.0,0.24,0.19,0.28
28163,28511.0,0.21,0.18,0.24
29001,25468.0,0.24,0.22,0.26
29003,17554.0,0.19,0.17,0.21
29005,5180.0,0.2,0.15,0.24
29007,25336.0,0.24,0.22,0.26
29009,35615.0,0.21,0.2,0.23
29011,11732.0,0.22,0.19,0.26
29013,16282.0,0.2,0.16,0.23
29015,19305.0,0.2,0.18,0.23
29017,12181.0,0.2,0.12,0.28
29019,179704.0,0.3,0.29,0.3
29021,87904.0,0.25,0.24,0.27
29023,42570.0,0.22,0.2,0.24
29025,9052.0,0.23,0.17,0.29
29027,44944.0,0.25,0.24,0.27
29029,45823.0,0.24,0.23,0.26
29031,78834.0,0.22,0.21,0.23
29033,8723.0,0.22,0.18,0.26
29035,6085.0,0.27,0.18,0.37
29037,104687.0,0.31,0.3,0.32
29039,14144.0,0.21,0.17,0.25
29041,7449.0,0.21,0.17,0.25
29043,87324.0,0.26,0.25,0.28
29045,6783.0,0.23,0.17,0.3
29047,246480.0,0.33,0.33,0.34
29049,20503.0,0.33,0.3,0.37
29051,76630.0,0.26,0.25,0.27
29053,17522.0,0.23,0.2,0.26
29055,23984.0,0.23,0.2,0.26
29057,7571.0,0.15,0.1,0.21
29059,16841.0,0.25,0.19,0.31
29061,8294.0,0.16,0.11,0.22
29063,11872.0,0.23,0.19,0.26
29065,15518.0,0.2,0.16,0.23
29067,13335.0,0.17,0.13,0.22
29069,29657.0,0.18,0.15,0.2
29071,103629.0,0.28,0.27,0.29
29073,14673.0,0.24,0.2,0.27
29075,6576.0,0.17,0.12,0.23
29077,291574.0,0.28,0.28,0.29
29079,9885.0,0.16,0.13,0.19
29081,8427.0,0.14,0.11,0.17
29083,21854.0,0.24,0.21,0.27
29085,9452.0,0.21,0.12,0.3
29087,4374.0,0.21,0.15,0.27
29089,10022.0,0.18,0.15,0.22
29091,40130.0,0.24,0.22,0.26
29093,10150.0,0.29,0.21,0.36
29095,700733.0,0.31,0.3,0.31
29097,120528.0,0.26,0.25,0.27
29099,224777.0,0.31,0.3,0.32
29101,53948.0,0.2,0.19,0.22
29103,3948.0,0.12,0.07,0.17
29105,35680.0,0.25,0.22,0.27
29107,32697.0,0.23,0.21,0.25
29109,38241.0,0.22,0.18,0.25
29111,9898.0,0.19,0.14,0.23
29113,57590.0,0.22,0.21,0.24
29115,12004.0,0.2,0.16,0.24
29117,14969.0,0.21,0.18,0.24
29119,22882.0,0.16,0.14,0.18
29121,15154.0,0.22,0.19,0.26
29123,12176.0,0.22,0.18,0.26
29125,8791.0,0.22,0.18,0.26
29127,28572.0,0.22,0.2,0.23
29129,3623.0,0.2,0.16,0.25
29131,25369.0,0.21,0.18,0.24
29133,13328.0,0.17,0.13,0.21
29135,15907.0,0.23,0.2,0.26
29137,8630.0,0.19,0.08,0.3
29139,11414.0,0.24,0.19,0.3
29141,20438.0,0.21,0.18,0.23
29143,17275.0,0.15,0.12,0.18
29145,58288.0,0.24,0.22,0.25
29147,22199.0,0.24,0.21,0.27
29149,10561.0,0.17,0.12,0.22
29151,13613.0,0.22,0.18,0.26
29153,9138.0,0.15,0.07,0.22
29155,16330.0,0.17,0.14,0.2
29157,19227.0,0.21,0.18,0.23
29159,42421.0,0.19,0.17,0.2
29161,44587.0,0.26,0.24,0.27
29163,18158.0,0.19,0.16,0.23
29165,102848.0,0.31,0.3,0.32
29167,32031.0,0.21,0.19,0.23
29169,52359.0,0.15,0.13,0.16
29171,4746.0,0.15,0.1,0.19
29173,10258.0,0.19,0.16,0.23
29175,24769.0,0.26,0.23,0.29
29177,22900.0,0.26,0.23,0.3
29179,6274.0,0.17,0.11,0.22
29181,13484.0,0.23,0.18,0.27
29183,398472.0,0.33,0.33,0.34
29185,9455.0,0.24,0.16,0.32
29186,17887.0,0.24,0.21,0.28
29187,66653.0,0.21,0.19,0.22
29189,996179.0,0.34,0.33,0.34
29195,22932.0,0.18,0.16,0.2
29197,4550.0,,,
29199,4923.0,0.16,0.11,0.21
29201,38538.0,0.16,0.15,0.18
29203,8207.0,0.23,0.16,0.29
29205,5975.0,0.16,0.1,0.21
29207,29255.0,0.19,0.17,0.21
29209,31875.0,0.23,0.2,0.26
29211,6163.0,0.22,0.15,0.29
29213,55563.0,0.23,0.21,0.24
29215,25518.0,0.22,0.19,0.25
29217,20560.0,0.17,0.14,0.2
29219,35090.0,0.23,0.21,0.25
29221,24819.0,0.24,0.2,0.29
29223,13058.0,0.2,0.15,0.26
29225,39127.0,0.22,0.2,0.25
29227,2001.0,,,
29229,18256.0,0.18,0.15,0.21
29510,304709.0,0.29,0.28,0.29
30001,9454.0,0.16,0.14,0.19
30003,13302.0,0.13,0.09,0.17
30005,6698.0,0.09,0.06,0.12
30007,6080.0,0.18,0.13,0.23
30009,10689.0,0.15,0.11,0.18
30011,1305.0,,,
30013,81576.0,0.22,0.21,0.23
30015,5731.0,0.14,0.09,0.18
30017,11563.0,0.16,0.14,0.19
30019,1705.0,0.15,0.1,0.2
30021,8824.0,0.16,0.14,0.19
30023,9153.0,0.18,0.15,0.2
30025,2975.0,0.11,0.07,0.15
30027,11167.0,0.18,0.15,0.21
30029,102001.0,0.21,0.2,0.22
30031,111401.0,0.28,0.27,0.29
30033,1051.0,0.11,0.05,0.18
30035,13706.0,0.13,0.1,0.16
30037,814.0,,,
30039,3325.0,0.18,0.11,0.25
30041,16422.0,0.11,0.1,0.13
30043,12069.0,0.15,0.12,0.18
30045,1968.0,0.08,0.03,0.12
30047,30383.0,0.19,0.17,0.2
30049,68714.0,0.23,0.22,0.24
30051,2455.0,0.11,0.04,0.17
30053,19845.0,0.18,0.16,0.21
30055,1826.0,0.15,0.09,0.21
30057,8530.0,0.24,0.21,0.26
30059,1795.0,0.15,0.09,0.21
30061,4330.0,0.19,0.14,0.24
30063,119062.0,0.25,0.24,0.26
30065,4682.0,0.15,0.11,0.19
30067,16513.0,0.22,0.2,0.24
30069,464.0,,,
30071,4032.0,0.09,0.05,0.13
30073,5911.0,0.16,0.12,0.2
30075,1634.0,0.13,0.07,0.18
30077,6843.0,0.14,0.09,0.19
30079,1162.0,,,
30081,43424.0,0.2,0.19,0.22
30083,11097.0,0.13,0.1,0.15
30085,11091.0,0.09,0.07,0.11
30087,9065.0,0.12,0.09,0.15
30089,11804.0,0.16,0.14,0.19
30091,3389.0,0.18,0.13,0.23
30093,34895.0,0.21,0.19,0.22
30095,9562.0,0.21,0.16,0.26
30097,3676.0,0.18,0.14,0.23
30099,6127.0,0.19,0.15,0.24
30101,4812.0,0.15,0.1,0.19
30103,614.0,,,
30105,7424.0,0.1,0.07,0.13
30107,2138.0,0.19,0.12,0.27
30109,1037.0,0.16,0.07,0.26
30111,160390.0,0.22,0.21,0.23
31001,31541.0,0.25,0.23,0.27
31003,6315.0,0.2,0.14,0.26
31005,439.0,,,
31007,645.0,,,
31009,467.0,,,
31011,5228.0,0.12,0.08,0.16
31013,10845.0,0.16,0.13,0.18
31015,1882.0,,,
31017,2887.0,0.21,0.14,0.29
31019,49594.0,0.19,0.17,0.2
31021,6503.0,0.2,0.14,0.25
31023,7997.0,0.19,0.14,0.25
31025,26022.0,0.24,0.21,0.26
31027,8483.0,0.16,0.12,0.21
31029,3707.0,0.17,0.12,0.22
31031,5801.0,0.19,0.14,0.24
31033,9428.0,0.16,0.14,0.18
31035,6193.0,0.22,0.17,0.27
31037,10681.0,0.23,0.17,0.3
31039,8882.0,0.24,0.2,0.29
31041,10788.0,0.21,0.17,0.24
31043,20124.0,0.2,0.17,0.23
31045,8685.0,0.19,0.16,0.22
31047,23638.0,0.16,0.14,0.18
31049,1770.0,0.2,0.13,0.27
31051,5682.0,0.21,0.15,0.28
31053,36565.0,0.24,0.22,0.26
31055,565739.0,0.28,0.27,0.28
31057,1928.0,0.11,0.06,0.16
31059,5542.0,0.23,0.18,0.27
31061,2970.0,0.17,0.08,0.26
31063,2636.0,0.18,0.12,0.24
31065,4712.0,0.12,0.08,0.17
31067,21548.0,0.2,0.18,0.22
31069,1916.0,,,
31071,2081.0,0.22,0.14,0.31
31073,2001.0,0.18,0.1,0.26
31075,691.0,,,
31077,2361.0,0.1,0.02,0.18
31079,61338.0,0.2,0.19,0.21
31081,9219.0,0.24,0.2,0.28
31083,3380.0,0.12,0.06,0.18
31085,889.0,,,
31087,2788.0,0.15,0.09,0.21
31089,10123.0,0.18,0.14,0.22
31091,741.0,,,
31093,6428.0,0.13,0.06,0.19
31095,7102.0,0.22,0.17,0.26
31097,5118.0,0.2,0.12,0.29
31099,6588.0,0.13,0.09,0.18
31101,8048.0,0.19,0.15,0.23
31103,875.0,,,
31105,3576.0,0.18,0.1,0.27
31107,8400.0,0.18,0.15,0.22
31109,315976.0,0.26,0.26,0.27
31111,35042.0,0.17,0.16,0.19
31113,896.0,,,
31115,690.0,,,
31117,420.0,,,
31119,35023.0,0.23,0.21,0.25
31121,7826.0,0.19,0.15,0.24
31123,4711.0,0.14,0.07,0.22
31125,3525.0,0.16,0.09,0.23
31127,6978.0,0.18,0.14,0.22
31129,4204.0,0.15,0.09,0.21
31131,15965.0,0.22,0.19,0.25
31133,2640.0,,,
31135,2889.0,0.14,0.09,0.2
31137,9050.0,0.2,0.16,0.23
31139,7132.0,0.2,0.16,0.25
31141,33250.0,0.24,0.22,0.26
31143,5208.0,0.19,0.13,0.25
31145,10725.0,0.16,0.14,0.19
31147,7913.0,0.22,0.17,0.27
31149,1430.0,0.25,0.16,0.34
31151,14221.0,0.22,0.18,0.25
31153,183956.0,0.29,0.28,0.3
31155,21356.0,0.23,0.2,0.26
31157,35884.0,0.21,0.17,0.24
31159,17217.0,0.2,0.18,0.22
31161,5215.0,0.2,0.11,0.29
31163,3015.0,0.08,0.0,0.15
31165,1298.0,0.19,0.17,0.21
31167,5946.0,0.25,0.18,0.31
31169,5000.0,0.18,0.12,0.23
31171,586.0,,,
31173,7218.0,0.11,0.08,0.14
31175,4100.0,0.17,0.1,0.24
31177,20546.0,0.26,0.24,0.29
31179,9388.0,0.17,0.14,0.2
31181,3497.0,0.23,0.17,0.28
31183,689.0,,,
31185,13671.0,0.21,0.18,0.23
32001,24606.0,0.26,0.25,0.28
32003,2228866.0,0.28,0.27,0.28
32005,48486.0,0.32,0.3,0.33
32007,52537.0,0.2,0.18,0.21
32009,1030.0,,,
32011,1839.0,0.22,0.18,0.27
32013,16834.0,0.19,0.17,0.22
32015,5565.0,0.13,0.08,0.18
32017,5177.0,0.15,0.1,0.19
32019,55667.0,0.28,0.26,0.3
32021,4487.0,0.12,0.07,0.16
32023,45514.0,0.31,0.3,0.33
32027,6591.0,0.22,0.16,0.27
32029,4086.0,0.29,0.27,0.3
32031,464182.0,0.29,0.28,0.29
32033,9570.0,0.17,0.13,0.2
32510,55244.0,0.32,0.31,0.33
33001,61174.0,0.34,0.32,0.35
33003,48461.0,0.37,0.35,0.39
33005,76040.0,0.36,0.34,0.37
33007,31486.0,0.3,0.28,0.32
33009,90331.0,0.35,0.34,0.36
33011,415305.0,0.36,0.36,0.37
33013,150902.0,0.34,0.33,0.35
33015,308211.0,0.38,0.37,0.38
33017,130161.0,0.34,0.33,0.35
33019,43173.0,0.34,0.32,0.36
34001,264650.0,0.36,0.36,0.37
34003,931275.0,0.37,0.36,0.37
34005,446301.0,0.36,0.36,0.37
34007,506721.0,0.35,0.34,0.35
34009,92701.0,0.38,0.37,0.39
34011,150085.0,0.29,0.28,0.3
34013,798698.0,0.27,0.26,0.27
34015,291745.0,0.35,0.34,0.35
34017,671923.0,0.28,0.27,0.28
34019,125063.0,0.45,0.44,0.46
34021,368085.0,0.38,0.38,0.39
34023,825015.0,0.35,0.34,0.35
34025,620821.0,0.39,0.38,0.39
34027,492715.0,0.39,0.39,0.4
34029,602018.0,0.39,0.38,0.39
34031,502763.0,0.32,0.31,0.32
34033,62754.0,0.31,0.3,0.33
34035,330151.0,0.4,0.39,0.4
34037,140996.0,0.4,0.39,0.41
34039,555208.0,0.32,0.31,0.32
34041,105730.0,0.37,0.35,0.38
35001,679037.0,0.33,0.33,0.33
35003,3547.0,,,
35005,64912.0,0.26,0.24,0.27
35006,26763.0,0.23,0.2,0.25
35007,12106.0,0.26,0.22,0.3
35009,49502.0,0.2,0.19,0.22
35011,1995.0,0.29,0.21,0.37
35013,217696.0,0.29,0.28,0.31
35015,57865.0,0.24,0.22,0.25
35017,27391.0,0.3,0.28,0.32
35019,4336.0,0.24,0.18,0.3
35021,432.0,0.2,0.12,0.27
35023,4234.0,0.26,0.19,0.33
35025,70359.0,0.15,0.14,0.16
35027,19640.0,0.25,0.22,0.28
35028,18976.0,,,
35029,24022.0,0.25,0.22,0.28
35031,71956.0,0.14,0.12,0.16
35033,4500.0,0.25,0.18,0.32
35035,66804.0,0.24,0.22,0.25
35037,8265.0,0.25,0.21,0.3
35039,38962.0,0.24,0.23,0.26
35041,18723.0,0.19,0.16,0.21
35043,144954.0,0.33,0.32,0.34
35045,125608.0,0.22,0.21,0.24
35047,27546.0,0.33,0.3,0.36
35049,150319.0,0.37,0.36,0.38
35051,10988.0,0.27,0.24,0.31
35053,16723.0,0.32,0.28,0.37
35055,32759.0,0.33,0.3,0.35
35057,15477.0,0.38,0.33,0.43
35059,4106.0,0.12,0.08,0.17
35061,76518.0,0.31,0.29,0.33
36001,306165.0,0.41,0.4,0.41
36003,46304.0,0.27,0.25,0.29
36005,1427056.0,0.23,0.23,0.24
36007,192042.0,0.36,0.35,0.37
36009,76750.0,0.31,0.29,0.33
36011,76958.0,0.37,0.36,0.39
36013,127584.0,0.38,0.37,0.39
36015,84115.0,0.29,0.28,0.3
36017,47527.0,0.36,0.34,0.38
36019,80320.0,0.32,0.31,0.34
36021,60016.0,0.44,0.42,0.45
36023,47618.0,0.37,0.35,0.39
36025,44676.0,0.38,0.36,0.4
36027,293524.0,0.39,0.38,0.4
36029,918873.0,0.41,0.41,0.42
36031,37281.0,0.32,0.29,0.34
36033,50389.0,0.32,0.3,0.34
36035,53452.0,0.36,0.34,0.37
36037,57554.0,0.39,0.37,0.41
36039,47335.0,0.4,0.38,0.42
36041,4454.0,0.32,0.29,0.35
36043,61738.0,0.31,0.29,0.33
36045,111454.0,0.23,0.22,0.24
36047,2576771.0,0.26,0.26,0.27
36049,26456.0,0.28,0.24,0.32
36051,63218.0,0.37,0.36,0.39
36053,70990.0,0.36,0.34,0.37
36055,743084.0,0.4,0.39,0.4
36057,49294.0,0.38,0.36,0.4
36059,1355683.0,0.41,0.41,0.41
36061,1629153.0,0.32,0.32,0.33
36063,210145.0,0.41,0.41,0.42
36065,229074.0,0.32,0.31,0.32
36067,461591.0,0.35,0.35,0.36
36069,109774.0,0.41,0.4,0.43
36071,382077.0,0.38,0.37,0.39
36073,40624.0,0.34,0.32,0.37
36075,117630.0,0.34,0.32,0.35
36077,59593.0,0.37,0.36,0.39
36079,98714.0,0.45,0.44,0.46
36081,2270976.0,0.31,0.31,0.31
36083,159013.0,0.42,0.41,0.43
36085,475596.0,0.31,0.3,0.32
36087,325213.0,0.33,0.32,0.34
36089,108352.0,0.3,0.29,0.31
36091,229313.0,0.46,0.46,0.47
36093,155086.0,0.41,0.4,0.42
36095,31189.0,0.36,0.34,0.38
36097,17845.0,0.28,0.26,0.31
36099,34295.0,0.34,0.32,0.36
36101,95843.0,0.33,0.31,0.34
36103,1481364.0,0.42,0.41,0.42
36105,75329.0,0.3,0.28,0.32
36107,48431.0,0.36,0.34,0.39
36109,102237.0,0.36,0.35,0.37
36111,178371.0,0.39,0.38,0.4
36113,64187.0,0.42,0.4,0.43
36115,61304.0,0.38,0.36,0.41
36117,90103.0,0.38,0.37,0.4
36119,968738.0,0.39,0.38,0.39
36121,40027.0,0.31,0.29,0.34
36123,24981.0,0.32,0.3,0.35
37001,166144.0,0.29,0.28,0.3
37003,37271.0,0.19,0.17,0.21
37005,11085.0,0.2,0.18,0.23
37007,24430.0,0.2,0.17,0.23
37009,27009.0,0.26,0.24,0.28
37011,17510.0,0.21,0.18,0.24
37013,47160.0,0.21,0.19,0.23
37015,19081.0,0.2,0.16,0.24
37017,33209.0,0.16,0.14,0.18
37019,137303.0,0.33,0.32,0.34
37021,259576.0,0.31,0.31,0.32
37023,90148.0,0.23,0.22,0.24
37025,211605.0,0.26,0.26,0.27
37027,82056.0,0.2,0.19,0.22
37029,10654.0,0.2,0.17,0.24
37031,69301.0,0.26,0.25,0.28
37033,22619.0,0.24,0.19,0.29
37035,158507.0,0.24,0.24,0.25
37037,72853.0,0.32,0.3,0.33
37039,28413.0,0.22,0.2,0.24
37041,13995.0,0.18,0.16,0.21
37043,11150.0,0.22,0.19,0.25
37045,97765.0,0.23,0.22,0.24
37047,55659.0,0.2,0.18,0.23
37049,102290.0,0.23,0.22,0.24
37051,334562.0,0.2,0.19,0.2
37053,27210.0,0.21,0.19,0.23
37055,36698.0,0.26,0.24,0.27
37057,166837.0,0.24,0.24,0.25
37059,42543.0,0.26,0.24,0.28
37061,58965.0,0.21,0.19,0.23
37063,317665.0,0.33,0.32,0.33
37065,52069.0,0.22,0.2,0.24
37067,378499.0,0.28,0.28,0.29
37069,68027.0,0.27,0.26,0.28
37071,222119.0,0.25,0.24,0.25
37073,11519.0,0.23,0.18,0.28
37075,8501.0,0.16,0.12,0.21
37077,59823.0,0.27,0.25,0.29
37079,20987.0,0.22,0.18,0.27
37081,532956.0,0.28,0.28,0.29
37083,50678.0,0.21,0.19,0.23
37085,134328.0,0.23,0.22,0.23
37087,61862.0,0.3,0.29,0.32
37089,116298.0,0.32,0.31,0.33
37091,23752.0,0.22,0.2,0.25
37093,54590.0,0.17,0.16,0.18
37095,5089.0,0.17,0.13,0.21
37097,178853.0,0.29,0.29,0.3
37099,43435.0,0.27,0.25,0.28
37101,203308.0,0.25,0.24,0.26
37103,9453.0,0.21,0.16,0.25
37105,61083.0,0.22,0.21,0.23
37107,56350.0,0.22,0.2,0.24
37109,84580.0,0.25,0.24,0.26
37111,45402.0,0.2,0.18,0.22
37113,35172.0,0.23,0.22,0.25
37115,21608.0,0.19,0.16,0.22
37117,22644.0,0.2,0.17,0.22
37119,1095170.0,0.29,0.29,0.3
37121,14959.0,0.21,0.19,0.24
37123,27223.0,0.2,0.17,0.22
37125,99263.0,0.27,0.26,0.28
37127,94287.0,0.25,0.24,0.26
37129,231448.0,0.3,0.29,0.3
37131,19672.0,0.21,0.17,0.25
37133,198377.0,0.16,0.16,0.17
37135,146354.0,0.36,0.35,0.37
37137,12673.0,0.22,0.18,0.26
37139,39775.0,0.19,0.18,0.2
37141,61891.0,0.24,0.23,0.26
37143,13513.0,0.2,0.17,0.22
37145,39561.0,0.25,0.23,0.27
37147,179961.0,0.23,0.22,0.24
37149,20682.0,0.23,0.2,0.25
37151,143460.0,0.23,0.22,0.24
37153,44759.0,0.16,0.14,0.17
37155,131656.0,0.18,0.17,0.19
37157,91051.0,0.26,0.24,0.27
37159,140978.0,0.26,0.24,0.27
37161,66741.0,0.22,0.2,0.23
37163,63284.0,0.22,0.2,0.23
37165,34921.0,0.2,0.18,0.22
37167,62050.0,0.23,0.21,0.24
37169,45688.0,0.22,0.21,0.24
37171,71904.0,0.23,0.22,0.24
37173,14241.0,0.22,0.19,0.24
37175,34039.0,0.33,0.31,0.35
37177,3978.0,0.16,0.11,0.22
37179,235767.0,0.27,0.27,0.28
37181,44614.0,0.23,0.21,0.25
37183,1091662.0,0.33,0.32,0.33
37185,19746.0,0.25,0.21,0.29
37187,11788.0,0.16,0.12,0.2
37189,55669.0,0.27,0.26,0.28
37191,123785.0,0.21,0.2,0.23
37193,68341.0,0.25,0.23,0.26
37195,81579.0,0.23,0.22,0.24
37197,37589.0,0.23,0.21,0.25
37199,17870.0,0.22,0.2,0.24
38001,2271.0,0.23,0.17,0.29
38003,10592.0,0.17,0.14,0.2
38005,6860.0,0.14,0.09,0.18
38007,886.0,0.2,0.11,0.29
38009,6418.0,0.17,0.12,0.21
38011,3091.0,0.17,0.12,0.21
38013,2142.0,,,
38015,95509.0,0.22,0.21,0.23
38017,179937.0,0.26,0.25,0.26
38019,3769.0,0.17,0.12,0.22
38021,4857.0,0.15,0.11,0.18
38023,2289.0,0.24,0.15,0.33
38025,4362.0,0.12,0.08,0.17
38027,2262.0,0.19,0.11,0.27
38029,3262.0,0.1,0.05,0.15
38031,3231.0,0.18,0.13,0.22
38033,1796.0,0.1,0.05,0.15
38035,70243.0,0.22,0.21,0.23
38037,2318.0,0.16,0.09,0.22
38039,2314.0,0.18,0.12,0.23
38041,2510.0,0.08,0.02,0.14
38043,2468.0,0.13,0.07,0.18
38045,4225.0,0.21,0.15,0.27
38047,1743.0,0.11,0.05,0.18
38049,5825.0,0.15,0.07,0.24
38051,2535.0,0.13,0.09,0.18
38053,13836.0,0.14,0.11,0.17
38055,9531.0,0.14,0.1,0.18
38057,8359.0,0.16,0.14,0.19
38059,31118.0,0.17,0.15,0.19
38061,10348.0,0.13,0.11,0.15
38063,2864.0,0.13,0.06,0.19
38065,1962.0,0.12,0.07,0.18
38067,6850.0,0.19,0.15,0.23
38069,4061.0,0.2,0.16,0.25
38071,11521.0,0.16,0.14,0.19
38073,5258.0,0.14,0.11,0.18
38075,2387.0,0.12,0.04,0.2
38077,16245.0,0.17,0.15,0.19
38079,14437.0,0.16,0.14,0.18
38081,3899.0,0.15,0.11,0.18
38083,1289.0,,,
38085,4339.0,0.12,0.07,0.16
38087,788.0,0.12,0.04,0.2
38089,31164.0,0.16,0.14,0.17
38091,1817.0,,,
38093,20879.0,0.18,0.16,0.2
38095,2191.0,0.12,0.06,0.18
38097,7999.0,0.21,0.15,0.26
38099,10642.0,0.19,0.16,0.23
38101,68962.0,0.16,0.15,0.17
38103,3889.0,0.17,0.12,0.21
38105,36044.0,0.16,0.15,0.18
39001,27685.0,0.2,0.17,0.22
39003,102808.0,0.22,0.21,0.23
39005,53533.0,0.26,0.24,0.27
39007,97416.0,0.29,0.28,0.31
39009,65945.0,0.26,0.25,0.28
39011,45709.0,0.22,0.2,0.23
39013,67424.0,0.28,0.26,0.29
39015,43508.0,0.25,0.22,0.27
39017,382129.0,0.33,0.32,0.33
39019,27195.0,0.24,0.21,0.26
39021,38861.0,0.25,0.23,0.27
39023,134409.0,0.25,0.24,0.26
39025,205616.0,0.33,0.32,0.34
39027,42000.0,0.25,0.23,0.27
39029,102514.0,0.26,0.25,0.28
39031,36558.0,0.23,0.2,0.25
39033,41603.0,0.2,0.17,0.22
39035,1241475.0,0.35,0.34,0.35
39037,51387.0,0.2,0.18,0.22
39039,38024.0,0.26,0.24,0.28
39041,205454.0,0.37,0.36,0.38
39043,74419.0,0.29,0.28,0.31
39045,156204.0,0.29,0.28,0.3
39047,28609.0,0.2,0.18,0.22
39049,1304715.0,0.32,0.31,0.32
39051,42186.0,0.26,0.24,0.28
39053,29995.0,0.21,0.18,0.23
39055,93657.0,0.36,0.34,0.37
39057,167867.0,0.31,0.3,0.32
39059,38996.0,0.22,0.2,0.23
39061,815790.0,0.33,0.33,0.33
39063,75765.0,0.26,0.24,0.27
39065,31393.0,0.22,0.2,0.24
39067,15132.0,0.2,0.15,0.25
39069,27068.0,0.24,0.21,0.26
39071,43080.0,0.21,0.19,0.23
39073,28306.0,0.2,0.18,0.21
39075,43954.0,0.18,0.16,0.21
39077,58271.0,0.23,0.22,0.25
39079,32440.0,0.23,0.21,0.24
39081,65943.0,0.27,0.25,0.28
39083,61776.0,0.23,0.21,0.24
39085,229755.0,0.39,0.38,0.4
39087,59901.0,0.2,0.19,0.22
39089,175409.0,0.31,0.3,0.32
39091,45315.0,0.24,0.22,0.26
39093,309134.0,0.34,0.33,0.34
39095,430319.0,0.3,0.29,0.3
39097,44248.0,0.33,0.31,0.35
39099,228452.0,0.31,0.3,0.32
39101,65179.0,0.25,0.23,0.26
39103,179116.0,0.37,0.36,0.38
39105,22974.0,0.17,0.15,0.2
39107,41034.0,0.19,0.18,0.21
39109,106074.0,0.29,0.28,0.3
39111,13827.0,0.19,0.15,0.23
39113,531988.0,0.32,0.31,0.32
39115,14557.0,0.24,0.19,0.29
39117,35148.0,0.23,0.21,0.24
39119,86033.0,0.22,0.21,0.23
39121,14410.0,0.22,0.16,0.27
39123,40557.0,0.29,0.27,0.31
39125,18742.0,0.22,0.18,0.25
39127,36076.0,0.24,0.22,0.27
39129,58112.0,0.26,0.25,0.28
39131,27914.0,0.2,0.18,0.22
39133,162476.0,0.37,0.36,0.38
39135,40995.0,0.27,0.25,0.3
39137,33836.0,0.23,0.21,0.25
39139,121043.0,0.24,0.23,0.25
