FIPS,total_pop,prop_vaccine_intent,prop_vaccine_intent_lower,prop_vaccine_intent_upper
1001,55639.0,0.26,0.24,0.27
1003,218289.0,0.31,0.3,0.32
1005,25026.0,0.21,0.18,0.24
1007,22374.0,0.24,0.19,0.29
1009,57755.0,0.23,0.21,0.25
1011,10173.0,0.2,0.16,0.23
1013,19726.0,0.22,0.19,0.26
1015,114324.0,0.25,0.24,0.26
1017,33427.0,0.2,0.18,0.22
1019,26035.0,0.23,0.2,0.25
1021,44147.0,0.24,0.21,0.26
1023,12755.0,0.22,0.17,0.26
1025,23866.0,0.18,0.16,0.21
1027,13285.0,0.23,0.17,0.28
1029,14952.0,0.22,0.17,0.27
1031,52238.0,0.23,0.21,0.24
1033,54957.0,0.23,0.22,0.25
1035,12219.0,0.17,0.13,0.22
1037,10696.0,0.27,0.2,0.34
1039,37096.0,0.23,0.21,0.25
1041,13826.0,0.2,0.16,0.24
1043,83345.0,0.2,0.19,0.22
1045,49293.0,0.18,0.16,0.19
1047,38184.0,0.19,0.17,0.21
1049,71430.0,0.21,0.19,0.22
1051,81526.0,0.26,0.25,0.27
1053,36775.0,0.21,0.19,0.22
1055,102721.0,0.24,0.23,0.26
1057,16406.0,0.23,0.19,0.26
1059,31587.0,0.21,0.18,0.24
1061,26383.0,0.21,0.18,0.24
1063,8221.0,0.12,0.07,0.16
1065,14754.0,0.22,0.17,0.26
1067,17123.0,0.21,0.17,0.24
1069,105319.0,0.24,0.23,0.25
1071,51765.0,0.2,0.18,0.21
1073,658615.0,0.29,0.28,0.29
1075,13854.0,0.15,0.11,0.18
1077,92870.0,0.26,0.25,0.28
1079,32969.0,0.23,0.2,0.26
1081,163461.0,0.23,0.23,0.24
1083,96921.0,0.27,0.26,0.28
1085,9936.0,0.25,0.2,0.29
1087,18437.0,0.2,0.16,0.24
1089,367686.0,0.31,0.3,0.31
1091,19138.0,0.19,0.16,0.22
1093,29818.0,0.16,0.14,0.19
1095,96137.0,0.23,0.22,0.25
1097,413977.0,0.24,0.23,0.25
1099,21006.0,0.21,0.18,0.24
1101,226451.0,0.25,0.25,0.26
1103,119352.0,0.24,0.23,0.25
1105,9104.0,0.19,0.13,0.24
1107,20049.0,0.24,0.2,0.28
1109,33274.0,0.21,0.19,0.23
1111,22732.0,0.18,0.15,0.22
1113,57938.0,0.19,0.18,0.21
1115,88929.0,0.23,0.22,0.24
1117,216350.0,0.31,0.3,0.32
1119,12595.0,0.07,0.04,0.1
1121,80244.0,0.24,0.22,0.25
1123,40450.0,0.22,0.21,0.24
1125,208854.0,0.26,0.25,0.27
1127,63802.0,0.23,0.21,0.25
1129,16336.0,0.18,0.14,0.22
1131,10552.0,0.19,0.14,0.24
1133,23712.0,0.23,0.19,0.26
2013,3389.0,,,
2016,5708.0,0.18,0.1,0.25
2020,292090.0,0.24,0.24,0.25
2050,18263.0,0.2,0.18,0.21
2060,739.0,,,
2063,6495.0,0.23,0.19,0.26
2066,2894.0,0.26,0.19,0.33
2068,2502.0,,,
2070,4934.0,0.21,0.16,0.27
2090,98455.0,0.2,0.19,0.21
2100,2547.0,0.18,0.13,0.23
2105,2135.0,,,
2110,32099.0,0.29,0.27,0.3
2122,58809.0,0.2,0.19,0.22
2130,13833.0,0.2,0.18,0.22
2150,13383.0,0.19,0.16,0.22
2158,8298.0,,,
2164,1156.0,,,
2170,107360.0,0.22,0.21,0.22
2180,10009.0,0.18,0.12,0.23
2185,9375.0,0.19,0.15,0.23
2188,7709.0,0.18,0.12,0.24
2195,3278.0,0.19,0.14,0.25
2198,6338.0,0.21,0.15,0.27
2220,8569.0,0.17,0.14,0.2
2230,1300.0,0.22,0.15,0.29
2240,6911.0,0.17,0.13,0.21
2275,2510.0,0.14,0.09,0.19
2282,597.0,,,
2290,5305.0,0.24,0.23,0.26
4001,71714.0,0.17,0.15,0.18
4003,126442.0,0.25,0.24,0.26
4005,142254.0,0.26,0.25,0.27
4007,53846.0,0.22,0.2,0.24
4009,38304.0,0.16,0.15,0.18
4011,9465.0,0.19,0.16,0.23
4012,21035.0,0.26,0.23,0.28
4013,4412779.0,0.32,0.32,0.32
4015,210998.0,0.28,0.27,0.29
4017,110271.0,0.17,0.16,0.18
4019,1038476.0,0.35,0.34,0.35
4021,447559.0,0.33,0.32,0.33
4023,46594.0,0.26,0.24,0.28
4025,232396.0,0.31,0.3,0.31
4027,211931.0,0.26,0.25,0.27
5001,17761.0,0.19,0.16,0.22
5003,20000.0,0.15,0.12,0.18
5005,41673.0,0.23,0.22,0.25
5007,273510.0,0.27,0.27,0.28
5009,37525.0,0.23,0.21,0.25
5011,10805.0,0.14,0.11,0.17
5013,5160.0,0.14,0.1,0.18
5015,28062.0,0.25,0.22,0.27
5017,10433.0,0.17,0.12,0.23
5019,22341.0,0.19,0.17,0.22
5021,14710.0,0.13,0.09,0.16
5023,25063.0,0.26,0.23,0.29
5025,8063.0,0.18,0.13,0.23
5027,23620.0,0.18,0.16,0.21
5029,20895.0,0.19,0.16,0.22
5031,109081.0,0.17,0.16,0.18
5033,63118.0,0.22,0.2,0.24
5035,48381.0,0.22,0.2,0.24
5037,16576.0,0.15,0.11,0.18
5039,7114.0,0.17,0.11,0.22
5041,11538.0,0.15,0.1,0.2
5043,18263.0,0.18,0.15,0.21
5045,124800.0,0.23,0.22,0.23
5047,17785.0,0.18,0.15,0.2
5049,12301.0,0.18,0.13,0.23
5051,99043.0,0.23,0.22,0.24
5053,18229.0,0.2,0.17,0.22
5055,45197.0,0.17,0.15,0.18
5057,21695.0,0.2,0.17,0.24
5059,33667.0,0.18,0.16,0.21
5061,13267.0,0.16,0.12,0.21
5063,37585.0,0.18,0.16,0.2
5065,13596.0,0.17,0.13,0.21
5067,16908.0,0.15,0.12,0.18
5069,68123.0,0.18,0.17,0.2
5071,26475.0,0.19,0.16,0.22
5073,6728.0,0.15,0.07,0.23
5075,16511.0,0.15,0.12,0.19
5077,8963.0,0.13,0.07,0.19
5079,13278.0,0.17,0.15,0.19
5081,12345.0,0.19,0.14,0.24
5083,21619.0,0.21,0.18,0.24
5085,73163.0,0.21,0.2,0.22
5087,16393.0,0.22,0.19,0.25
5089,16586.0,0.27,0.24,0.3
5091,43515.0,0.18,0.16,0.2
5093,41396.0,0.17,0.15,0.19
5095,6879.0,0.24,0.18,0.31
5097,8964.0,0.15,0.09,0.21
5099,8249.0,0.22,0.15,0.3
5101,7753.0,0.13,0.09,0.17
5103,23597.0,0.16,0.14,0.18
5105,10342.0,0.19,0.16,0.23
5107,18151.0,0.14,0.11,0.16
5109,10714.0,0.15,0.1,0.19
5111,23747.0,0.15,0.12,0.17
5113,19999.0,0.19,0.17,0.22
5115,63926.0,0.22,0.2,0.23
5117,8138.0,0.23,0.17,0.29
5119,393078.0,0.23,0.22,0.23
5121,17934.0,0.16,0.12,0.19
5123,25477.0,0.17,0.15,0.19
5125,120990.0,0.2,0.19,0.21
5127,10269.0,0.25,0.2,0.29
5129,7898.0,0.22,0.14,0.29
5131,127670.0,0.21,0.2,0.22
5133,16947.0,0.25,0.2,0.3
5135,17217.0,0.16,0.13,0.19
5137,12582.0,0.19,0.16,0.22
5139,39089.0,0.2,0.19,0.22
5141,16578.0,0.18,0.15,0.21
5143,236198.0,0.28,0.27,0.29
5145,78725.0,0.19,0.18,0.21
5147,6477.0,0.24,0.18,0.31
5149,21425.0,0.21,0.18,0.23
6001,1661584.0,0.29,0.29,0.29
6003,1159.0,0.24,0.19,0.3
6005,39023.0,0.28,0.26,0.3
6007,223344.0,0.25,0.24,0.26
6009,45828.0,0.25,0.23,0.27
6011,21491.0,0.26,0.23,0.29
6013,1147788.0,0.27,0.27,0.28
6015,27692.0,0.24,0.22,0.26
6017,190345.0,0.31,0.3,0.31
6019,990204.0,0.24,0.23,0.24
6021,28060.0,0.21,0.18,0.24
6023,136101.0,0.25,0.24,0.26
6025,180580.0,0.23,0.22,0.24
6027,17930.0,0.23,0.18,0.29
6029,892458.0,0.21,0.2,0.21
6031,151090.0,0.21,0.19,0.22
6033,64276.0,0.26,0.24,0.27
6035,30600.0,0.2,0.18,0.22
6037,10040682.0,0.29,0.29,0.29
6039,155925.0,0.24,0.23,0.25
6041,259441.0,0.33,0.32,0.34
6043,17319.0,0.25,0.23,0.28
6045,87110.0,0.26,0.25,0.28
6047,273661.0,0.19,0.18,0.2
6049,8853.0,0.16,0.12,0.2
6051,14395.0,0.27,0.25,0.29
6053,432977.0,0.29,0.28,0.3
6055,138572.0,0.3,0.29,0.31
6057,99417.0,0.32,0.31,0.33
6059,3170345.0,0.29,0.29,0.3
6061,391799.0,0.31,0.3,0.31
6063,18844.0,0.27,0.24,0.29
6065,2437864.0,0.27,0.26,0.27
6067,1537948.0,0.25,0.25,0.25
6069,61547.0,0.3,0.29,0.32
6071,2162532.0,0.24,0.23,0.24
6073,3323970.0,0.32,0.31,0.32
6075,874784.0,0.32,0.32,0.33
6077,751615.0,0.22,0.22,0.22
6079,282517.0,0.33,0.32,0.33
6081,765623.0,0.34,0.33,0.34
6083,444895.0,0.29,0.29,0.3
6085,1924379.0,0.29,0.29,0.3
6087,273170.0,0.32,0.31,0.33
6089,179267.0,0.25,0.24,0.26
6091,2898.0,0.29,0.2,0.39
6093,43516.0,0.24,0.22,0.25
6095,444538.0,0.26,0.25,0.26
6097,496801.0,0.31,0.31,0.32
6099,546235.0,0.23,0.22,0.23
6101,96315.0,0.25,0.24,0.26
6103,64176.0,0.22,0.21,0.24
6105,12541.0,0.25,0.21,0.29
6107,463955.0,0.22,0.21,0.22
6109,54147.0,0.26,0.24,0.27
6111,845599.0,0.32,0.32,0.33
6113,218774.0,0.27,0.27,0.28
6115,77524.0,0.24,0.23,0.25
8001,509844.0,0.31,0.31,0.32
8003,16153.0,0.2,0.18,0.22
8005,649980.0,0.33,0.32,0.33
8007,13588.0,0.21,0.19,0.22
8009,3570.0,0.13,0.07,0.2
8011,5677.0,0.14,0.1,0.18
8013,324682.0,0.37,0.37,0.38
8014,69444.0,0.35,0.34,0.37
8015,19977.0,0.24,0.22,0.26
8017,1999.0,0.21,0.15,0.27
8019,9533.0,0.41,0.38,0.44
8021,8130.0,,,
8023,3810.0,0.1,0.07,0.14
8025,5733.0,0.17,0.09,0.25
8027,4941.0,0.23,0.18,0.28
8029,30758.0,0.19,0.17,0.21
8031,715878.0,0.31,0.31,0.32
8033,1896.0,0.21,0.15,0.27
8035,344280.0,0.35,0.35,0.36
8037,54960.0,0.33,0.31,0.34
8039,26230.0,0.29,0.26,0.32
8041,710499.0,0.25,0.25,0.25
8043,47725.0,0.23,0.21,0.24
8045,59605.0,0.26,0.24,0.28
8047,6108.0,0.35,0.29,0.4
8049,15536.0,0.29,0.25,0.32
8051,17119.0,0.23,0.21,0.26
8053,781.0,,,
8055,6769.0,0.23,0.19,0.26
8057,1316.0,,,
8059,578795.0,0.38,0.37,0.38
8061,1463.0,,,
8063,7246.0,0.1,0.07,0.13
8065,7845.0,0.19,0.15,0.23
8067,56138.0,0.26,0.24,0.27
8069,350523.0,0.32,0.31,0.32
8071,14323.0,0.22,0.2,0.25
8073,5608.0,0.21,0.15,0.28
8075,22282.0,0.23,0.2,0.25
8077,152962.0,0.26,0.25,0.27
8079,853.0,0.15,0.07,0.24
8081,13150.0,0.16,0.13,0.18
8083,26266.0,0.19,0.17,0.21
8085,42280.0,0.21,0.19,0.22
8087,28617.0,0.18,0.17,0.2
8089,18284.0,0.17,0.14,0.19
8091,4890.0,0.23,0.18,0.29
8093,18345.0,0.31,0.27,0.35
8095,4343.0,0.15,0.11,0.19
8097,17980.0,0.3,0.28,0.32
8099,12035.0,0.19,0.16,0.22
8101,167412.0,0.25,0.24,0.26
8103,6369.0,0.2,0.18,0.23
8105,11300.0,0.18,0.15,0.21
8107,25317.0,0.28,0.26,0.3
8109,6730.0,0.18,0.12,0.23
8111,646.0,,,
8113,8110.0,0.3,0.26,0.34
8115,2306.0,0.25,0.16,0.35
8117,30735.0,0.37,0.35,0.39
8119,24981.0,0.28,0.26,0.3
8121,4869.0,0.16,0.12,0.2
8123,315389.0,0.28,0.28,0.29
8125,10013.0,0.16,0.13,0.19
9001,944306.0,0.41,0.4,0.41
9003,892153.0,0.4,0.39,0.4
9005,181143.0,0.43,0.43,0.44
9007,162742.0,0.42,0.41,0.43
9009,855733.0,0.4,0.39,0.4
9011,266868.0,0.38,0.37,0.38
9013,150947.0,0.43,0.42,0.44
9015,116657.0,0.39,0.38,0.4
10001,179124.0,0.31,0.31,0.32
10003,558306.0,0.37,0.37,0.38
10005,230249.0,0.37,0.36,0.38
11001,701974.0,0.31,0.3,0.31
12001,268105.0,0.27,0.26,0.28
12003,28679.0,0.19,0.17,0.21
12005,180076.0,0.26,0.25,0.27
12007,27723.0,0.19,0.17,0.22
12009,594001.0,0.38,0.37,0.38
12011,1942273.0,0.3,0.29,0.3
12013,14324.0,0.19,0.16,0.22
12015,185926.0,0.47,0.46,0.48
12017,147938.0,0.36,0.35,0.37
12019,215294.0,0.25,0.24,0.26
12021,379345.0,0.48,0.47,0.48
12023,70898.0,0.22,0.21,0.23
12027,37371.0,0.34,0.31,0.37
12029,16740.0,0.19,0.16,0.23
12031,948651.0,0.24,0.24,0.25
12033,316691.0,0.24,0.24,0.25
12035,112854.0,0.35,0.34,0.36
12037,11914.0,0.2,0.17,0.24
12039,45787.0,0.19,0.17,0.2
12041,18245.0,0.2,0.17,0.24
12043,13777.0,0.32,0.3,0.34
12045,15073.0,0.18,0.16,0.2
12047,14397.0,0.23,0.18,0.28
12049,27027.0,0.32,0.28,0.36
12051,41472.0,0.27,0.25,0.29
12053,190700.0,0.34,0.33,0.34
12055,104574.0,0.36,0.35,0.38
12057,1451358.0,0.29,0.29,0.29
12059,19530.0,0.21,0.17,0.24
12061,156964.0,0.37,0.36,0.38
12063,47409.0,0.19,0.17,0.21
12065,14278.0,0.2,0.16,0.24
12067,8576.0,0.24,0.19,0.29
12069,356115.0,0.34,0.33,0.34
12071,756570.0,0.45,0.45,0.46
12073,291863.0,0.25,0.25,0.26
12075,40979.0,0.25,0.23,0.27
12077,8333.0,0.22,0.17,0.26
12079,18557.0,0.21,0.17,0.24
12081,393847.0,0.39,0.39,0.4
12083,360210.0,0.32,0.31,0.32
12085,160420.0,0.41,0.4,0.42
12086,2705528.0,0.26,0.26,0.27
12087,75137.0,0.42,0.41,0.43
12089,85762.0,0.29,0.28,0.3
12091,207430.0,0.25,0.24,0.26
12093,41611.0,0.23,0.19,0.27
12095,1373784.0,0.29,0.29,0.3
12097,363666.0,0.26,0.25,0.26
12099,1482057.0,0.35,0.35,0.36
12101,539885.0,0.35,0.35,0.36
12103,970985.0,0.39,0.39,0.39
12105,705735.0,0.3,0.29,0.3
12107,73784.0,0.23,0.21,0.25
12109,255410.0,0.31,0.31,0.32
12111,320914.0,0.3,0.3,0.31
12113,179587.0,0.25,0.24,0.26
12115,427766.0,0.46,0.46,0.47
12117,466695.0,0.33,0.32,0.33
12119,129938.0,0.42,0.41,0.43
12121,44290.0,0.2,0.18,0.22
12123,21709.0,0.14,0.12,0.16
12125,15282.0,0.2,0.17,0.23
12127,546107.0,0.35,0.35,0.36
12129,32855.0,0.22,0.2,0.24
12131,71049.0,0.25,0.24,0.26
12133,25094.0,0.24,0.21,0.27
13001,18428.0,0.18,0.16,0.21
13003,8311.0,0.18,0.12,0.24
13005,11140.0,0.14,0.12,0.17
13007,3090.0,0.18,0.07,0.28
13009,45072.0,0.22,0.21,0.24
13011,18900.0,0.23,0.21,0.26
13013,81294.0,0.25,0.23,0.26
13015,106456.0,0.23,0.22,0.25
13017,16889.0,0.14,0.13,0.16
13019,19206.0,0.16,0.13,0.19
13021,153026.0,0.19,0.18,0.19
13023,12870.0,0.2,0.16,0.23
13025,18924.0,0.15,0.12,0.18
13027,15548.0,0.2,0.15,0.24
13029,38321.0,0.25,0.24,0.27
13031,77719.0,0.16,0.15,0.18
13033,22567.0,0.21,0.18,0.24
13035,24463.0,0.23,0.21,0.26
13037,6301.0,0.18,0.07,0.28
13039,53960.0,0.2,0.19,0.21
13043,10834.0,0.17,0.14,0.2
13045,118692.0,0.24,0.23,0.25
13047,67181.0,0.25,0.23,0.26
13049,13032.0,0.22,0.15,0.28
13051,289649.0,0.23,0.23,0.24
13053,10470.0,0.1,0.09,0.12
13055,24826.0,0.19,0.16,0.22
13057,253780.0,0.29,0.28,0.3
13059,126952.0,0.29,0.28,0.3
13061,2931.0,0.1,0.02,0.18
13063,287560.0,0.25,0.24,0.26
13065,6648.0,0.14,0.08,0.19
13067,756653.0,0.29,0.29,0.29
13069,43070.0,0.17,0.15,0.19
13071,45510.0,0.15,0.14,0.16
13073,154257.0,0.22,0.21,0.23
13075,17217.0,0.12,0.09,0.14
13077,145839.0,0.32,0.31,0.33
13079,12267.0,0.23,0.18,0.28
13081,22509.0,0.22,0.2,0.24
13083,16183.0,0.21,0.18,0.24
13085,25277.0,0.27,0.25,0.29
13087,26595.0,0.14,0.12,0.16
13089,755287.0,0.3,0.3,0.3
13091,20725.0,0.18,0.15,0.22
13093,13571.0,0.12,0.08,0.16
13095,88696.0,0.17,0.16,0.18
13097,145063.0,0.25,0.25,0.26
13099,10218.0,0.2,0.15,0.24
13101,3944.0,0.17,0.13,0.21
13103,62241.0,0.21,0.19,0.22
13105,19164.0,0.16,0.14,0.19
13107,22525.0,0.14,0.12,0.16
13109,10671.0,0.15,0.12,0.19
13111,25797.0,0.26,0.24,0.28
13113,113544.0,0.35,0.34,0.36
13115,97805.0,0.21,0.19,0.22
13117,236605.0,0.3,0.29,0.31
13119,23015.0,0.22,0.19,0.24
13121,1051550.0,0.29,0.29,0.29
13123,30986.0,0.22,0.2,0.24
13125,2984.0,,,
13127,85008.0,0.24,0.22,0.25
13129,57756.0,0.2,0.19,0.22
13131,24693.0,0.18,0.16,0.21
13133,17808.0,0.31,0.28,0.34
13135,926414.0,0.27,0.27,0.28
13137,45204.0,0.25,0.23,0.26
13139,201434.0,0.26,0.26,0.27
13141,8500.0,0.23,0.18,0.29
13143,29608.0,0.19,0.16,0.22
13145,34676.0,0.25,0.23,0.28
13147,25981.0,0.2,0.17,0.22
13149,11785.0,0.28,0.22,0.35
13151,229994.0,0.27,0.26,0.27
13153,155317.0,0.23,0.22,0.24
13155,9379.0,0.21,0.17,0.26
13157,70467.0,0.26,0.25,0.27
13159,14074.0,0.19,0.15,0.22
13161,15063.0,0.15,0.11,0.18
13163,15489.0,0.15,0.11,0.18
13165,8787.0,0.16,0.11,0.21
13167,9717.0,0.18,0.13,0.23
13169,28622.0,0.18,0.17,0.2
13171,18834.0,0.19,0.16,0.22
13173,10534.0,0.19,0.13,0.26
13175,47404.0,0.18,0.16,0.19
13177,29735.0,0.17,0.15,0.19
13179,62039.0,0.14,0.13,0.15
13181,7929.0,0.18,0.14,0.22
13183,19236.0,0.12,0.09,0.16
13185,116436.0,0.19,0.18,0.2
13187,33009.0,0.22,0.21,0.24
13189,21404.0,0.19,0.16,0.22
13191,14217.0,0.2,0.17,0.23
13193,13107.0,0.18,0.14,0.22
13195,29624.0,0.24,0.21,0.27
13197,8450.0,0.16,0.11,0.22
13199,21080.0,0.22,0.18,0.25
13201,5725.0,0.08,0.04,0.12
13205,22072.0,0.13,0.1,0.16
13207,27455.0,0.24,0.22,0.26
13209,9069.0,0.22,0.11,0.33
13211,18832.0,0.25,0.22,0.28
13213,39789.0,0.21,0.19,0.23
13215,195418.0,0.24,0.24,0.25
13217,109835.0,0.27,0.26,0.29
13219,39194.0,0.29,0.27,0.31
13221,15040.0,0.34,0.27,0.41
13223,164440.0,0.24,0.23,0.25
13225,27502.0,0.2,0.18,0.21
13227,32002.0,0.29,0.27,0.3
13229,19336.0,0.17,0.14,0.19
13231,18565.0,0.27,0.23,0.31
13233,42251.0,0.18,0.16,0.2
13235,11185.0,0.18,0.15,0.21
13237,21906.0,0.27,0.24,0.29
13239,2290.0,0.05,0.0,0.1
13241,16859.0,0.19,0.16,0.23
13243,6888.0,0.12,0.06,0.18
13245,202178.0,0.21,0.21,0.22
13247,90155.0,0.21,0.21,0.22
13249,5215.0,0.13,0.08,0.18
13251,13977.0,0.22,0.19,0.24
13253,8218.0,0.19,0.14,0.24
13255,66043.0,0.23,0.21,0.24
13257,25934.0,0.22,0.2,0.23
13259,6446.0,,,
13261,29714.0,0.17,0.15,0.19
13263,6245.0,0.12,0.04,0.21
13265,1596.0,,,
13267,25392.0,0.16,0.14,0.19
13269,8126.0,0.2,0.16,0.25
13271,15871.0,0.17,0.12,0.21
13273,8654.0,0.17,0.13,0.21
13275,44545.0,0.21,0.19,0.23
13277,40590.0,0.19,0.17,0.2
13279,26947.0,0.25,0.22,0.27
13281,11815.0,0.24,0.21,0.27
13283,6787.0,0.12,0.08,0.16
13285,70095.0,0.28,0.27,0.3
13287,7920.0,0.17,0.11,0.22
13289,8195.0,0.34,0.27,0.4
13291,23999.0,0.24,0.22,0.26
13293,26329.0,0.16,0.14,0.18
13295,69398.0,0.22,0.2,0.23
13297,93284.0,0.27,0.26,0.28
13299,35745.0,0.18,0.16,0.2
13301,5259.0,0.2,0.13,0.26
13303,20316.0,0.2,0.17,0.22
13305,29959.0,0.17,0.15,0.19
13307,2587.0,,,
13309,7897.0,0.17,0.1,0.23
13311,29962.0,0.23,0.21,0.25
13313,104122.0,0.19,0.18,0.2
13315,8701.0,0.17,0.1,0.23
13317,9797.0,0.17,0.14,0.21
13319,8945.0,0.18,0.13,0.22
13321,20346.0,0.17,0.13,0.21
15001,201350.0,0.35,0.34,0.36
15003,979682.0,0.29,0.28,0.29
15005,436.0,,,
15007,71949.0,0.35,0.33,0.36
15009,166657.0,0.36,0.35,0.37
16001,469473.0,0.25,0.25,0.26
16003,4200.0,0.18,0.12,0.24
16005,86742.0,0.2,0.19,0.21
16007,6054.0,0.15,0.1,0.2
16009,9231.0,0.22,0.19,0.25
16011,46246.0,0.17,0.15,0.19
16013,22729.0,0.3,0.27,0.32
16015,7625.0,0.21,0.15,0.26
16017,44688.0,0.2,0.19,0.22
16019,116970.0,0.2,0.19,0.21
16021,12156.0,0.34,0.31,0.38
16023,2603.0,0.16,0.11,0.21
16025,1069.0,0.16,0.07,0.26
16027,223890.0,0.22,0.22,0.23
16029,7028.0,0.24,0.2,0.28
16031,23847.0,0.16,0.14,0.18
16033,885.0,,,
16035,8735.0,0.17,0.13,0.21
16037,4193.0,0.18,0.14,0.22
16039,27043.0,0.26,0.25,0.28
16041,13736.0,0.15,0.12,0.18
16043,13111.0,0.18,0.14,0.21
16045,17771.0,0.23,0.2,0.26
16047,15280.0,0.2,0.16,0.23
16049,16511.0,0.17,0.15,0.19
16051,29238.0,0.17,0.15,0.2
16053,24074.0,0.18,0.16,0.21
16055,161676.0,0.24,0.23,0.24
16057,40052.0,0.26,0.25,0.28
16059,7929.0,0.15,0.12,0.19
16061,3850.0,,,
16063,5342.0,0.18,0.12,0.24
16065,39725.0,0.16,0.15,0.18
16067,20817.0,0.15,0.13,0.17
16069,40468.0,0.22,0.2,0.23
16071,4429.0,0.16,0.11,0.21
16073,11724.0,0.21,0.17,0.25
16075,23705.0,0.23,0.2,0.25
16077,7635.0,0.2,0.18,0.23
16079,12700.0,0.19,0.16,0.23
16081,11776.0,0.26,0.22,0.29
16083,86198.0,0.22,0.21,0.23
16085,11085.0,0.24,0.22,0.27
16087,10128.0,0.17,0.14,0.21
17001,65670.0,0.2,0.19,0.21
17003,6011.0,0.13,0.05,0.21
17005,16520.0,0.22,0.19,0.25
17007,53293.0,0.3,0.28,0.32
17009,6599.0,0.2,0.15,0.24
17011,32878.0,0.31,0.28,0.33
17013,4782.0,0.25,0.14,0.35
17015,14398.0,0.25,0.21,0.28
17017,12324.0,0.17,0.14,0.2
17019,210006.0,0.28,0.28,0.29
17021,32705.0,0.22,0.2,0.24
17023,15602.0,0.25,0.21,0.28
17025,13217.0,0.16,0.14,0.19
17027,37549.0,0.23,0.21,0.26
17029,51065.0,0.19,0.18,0.21
17031,5169517.0,0.3,0.3,0.31
17033,18833.0,0.19,0.16,0.21
17035,10787.0,0.23,0.18,0.28
17037,104588.0,0.3,0.29,0.31
17039,15764.0,0.25,0.23,0.28
17041,19551.0,0.26,0.22,0.29
17043,926005.0,0.38,0.37,0.38
17045,17272.0,0.22,0.19,0.26
17047,6431.0,0.2,0.13,0.27
17049,34151.0,0.21,0.19,0.23
17051,21418.0,0.19,0.16,0.22
17053,13155.0,0.2,0.17,0.24
17055,38688.0,0.19,0.17,0.21
17057,34654.0,0.27,0.24,0.29
17059,4983.0,0.21,0.13,0.28
17061,12988.0,0.17,0.13,0.2
17063,50798.0,0.31,0.29,0.33
17065,8151.0,0.22,0.17,0.26
17067,17820.0,0.22,0.18,0.25
17069,3890.0,0.19,0.13,0.25
17071,6737.0,0.25,0.17,0.33
17073,49032.0,0.33,0.31,0.35
17075,27437.0,0.18,0.16,0.21
17077,57517.0,0.25,0.23,0.26
17079,9547.0,0.17,0.12,0.22
17081,37774.0,0.22,0.2,0.24
17083,21776.0,0.18,0.16,0.21
17085,21429.0,0.28,0.26,0.31
17087,12391.0,0.22,0.16,0.27
17089,531756.0,0.37,0.36,0.37
17091,109924.0,0.25,0.24,0.26
17093,127583.0,0.34,0.33,0.35
17095,50052.0,0.3,0.28,0.32
17097,699682.0,0.34,0.34,0.35
17099,108998.0,0.32,0.31,0.33
17101,15830.0,0.17,0.13,0.2
17103,34204.0,0.24,0.23,0.26
17105,35757.0,0.27,0.24,0.29
17107,28818.0,0.25,0.23,0.27
17109,30107.0,0.3,0.27,0.32
17111,307291.0,0.36,0.35,0.37
17113,172164.0,0.29,0.28,0.3
17115,104688.0,0.3,0.29,0.31
17117,45243.0,0.24,0.22,0.25
17119,264403.0,0.3,0.29,0.3
17121,37524.0,0.21,0.19,0.23
17123,11562.0,0.27,0.22,0.32
17125,13486.0,0.26,0.22,0.3
17127,14041.0,0.26,0.22,0.3
17129,12261.0,0.23,0.19,0.27
17131,15503.0,0.29,0.25,0.32
17133,34444.0,0.31,0.3,0.33
17135,28598.0,0.22,0.19,0.24
17137,34012.0,0.23,0.21,0.25
17139,14557.0,0.22,0.19,0.25
17141,50793.0,0.3,0.28,0.32
17143,181111.0,0.25,0.25,0.26
17145,21092.0,0.21,0.18,0.24
17147,16412.0,0.24,0.21,0.27
17149,15571.0,0.17,0.14,0.2
17151,4177.0,0.3,0.23,0.38
17153,5414.0,,,
17155,5720.0,0.27,0.2,0.33
17157,31973.0,0.19,0.16,0.22
17159,15677.0,0.19,0.16,0.21
17161,142801.0,0.32,0.31,0.33
17163,261186.0,0.25,0.24,0.26
17165,23735.0,0.19,0.16,0.21
17167,195963.0,0.29,0.28,0.29
17169,6897.0,0.27,0.22,0.32
17171,4982.0,0.25,0.19,0.31
17173,21623.0,0.25,0.23,0.28
17175,5393.0,0.29,0.21,0.36
17177,44683.0,0.26,0.24,0.27
17179,132524.0,0.27,0.26,0.28
17181,16829.0,0.24,0.2,0.28
17183,76704.0,0.21,0.2,0.22
17185,11390.0,0.2,0.16,0.25
17187,16981.0,0.26,0.22,0.29
17189,13967.0,0.3,0.25,0.35
17191,16309.0,0.2,0.16,0.24
17193,13712.0,0.19,0.16,0.22
17195,55583.0,0.29,0.27,0.31
17197,689704.0,0.33,0.33,0.34
17199,66929.0,0.26,0.25,0.28
17201,283635.0,0.28,0.27,0.28
17203,38503.0,0.27,0.25,0.29
18001,35544.0,0.2,0.18,0.23
18003,375520.0,0.25,0.24,0.25
18005,83280.0,0.27,0.26,0.28
18007,8695.0,0.22,0.16,0.27
18009,11926.0,0.18,0.14,0.21
18011,66875.0,0.32,0.3,0.33
18013,15093.0,0.22,0.19,0.25
18015,20137.0,0.23,0.19,0.26
